time,source_user,destination_user,source_computer,destination_computer,authentication_type,logon_type,authentication_orientation,success_failure,is_attack,is_failed_login,logins_per_hour,unique_destination_computers,destination_fanin,is_privileged_target,source_user_encoded,destination_computer_encoded,logon_type_encoded,authentication_type_encoded,authentication_orientation_encoded,siem_flagged_final,if_score,if_prediction,shap_value,technique_id,technique_name,tactic,confidence,action
1159203,U1506@DOM1,U1506@DOM1,C1352,TGT,?,?,TGS,Success,1,0,6,25,680,0,9893,3505,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1160123,U1506@DOM1,U1506@DOM1,C1352,C2106,Kerberos,Network,LogOn,Success,1,0,5,25,1402,0,9893,1714,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1160379,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,6,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1161013,U1506@DOM1,U1506@DOM1,C1352,C457,Kerberos,Network,LogOn,Success,1,0,7,25,2203,0,9893,2441,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1161181,U1506@DOM1,U1506@DOM1,C1352,C5873,?,?,TGS,Success,1,0,8,25,1,0,9893,2678,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1161193,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,9,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1161897,U1506@DOM1,U1506@DOM1,C1352,C529,Kerberos,Network,LogOn,Success,1,0,9,25,2599,0,9893,2574,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1162771,U1506@DOM1,U1506@DOM1,C529,C529,?,Network,LogOff,Success,1,0,10,25,2599,0,9893,2574,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1163428,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,8,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1165213,U1506@DOM1,U1506@DOM1,C529,C529,?,Network,LogOff,Success,1,0,4,25,2599,0,9893,2574,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1165515,U1506@DOM1,U1506@DOM1,C585,C585,?,Network,LogOff,Success,1,0,4,25,253,0,9893,2673,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1165638,U1506@DOM1,U1506@DOM1,C1352,C3610,NTLM,Network,LogOn,Success,1,0,5,25,5,0,9893,2270,4,6,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1166842,U1506@DOM1,U1506@DOM1,C1352,C457,?,?,TGS,Success,1,0,5,25,2203,0,9893,2441,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1166966,U1506@DOM1,U1506@DOM1,C625,C625,?,Network,LogOff,Success,1,0,6,25,2464,0,9893,2751,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1167982,U1506@DOM1,U1506@DOM1,C529,C529,?,Network,LogOff,Success,1,0,6,25,2599,0,9893,2574,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1168365,U1506@DOM1,U1506@DOM1,C585,C585,?,Network,LogOff,Success,1,0,7,25,253,0,9893,2673,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1169090,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,7,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1170476,U1506@DOM1,U1506@DOM1,C1352,C3610,NTLM,Network,LogOn,Success,1,0,5,25,5,0,9893,2270,4,6,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1170596,U1506@DOM1,U1506@DOM1,C1352,C3610,Kerberos,Network,LogOn,Success,1,0,5,25,5,0,9893,2270,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1170668,U1506@DOM1,U1506@DOM1,C3610,C3610,?,Network,LogOff,Success,1,0,6,25,5,0,9893,2270,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1170686,U1506@DOM1,U1506@DOM1,C1352,C3610,NTLM,Network,LogOn,Success,1,0,7,25,5,0,9893,2270,4,6,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1170878,U1506@DOM1,U1506@DOM1,C3610,C3610,?,Network,LogOff,Success,1,0,8,25,5,0,9893,2270,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1170938,U1506@DOM1,U1506@DOM1,C3610,C3610,?,Network,LogOff,Success,1,0,9,25,5,0,9893,2270,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1170970,U1506@DOM1,U1506@DOM1,C3610,C3610,?,Network,LogOff,Success,1,0,10,25,5,0,9893,2270,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1171046,U1506@DOM1,U1506@DOM1,C1352,C3610,NTLM,Network,LogOn,Success,1,0,11,25,5,0,9893,2270,4,6,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1171091,U1506@DOM1,U1506@DOM1,C423,C423,?,Network,LogOff,Success,1,0,12,25,19,0,9893,2386,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1171916,U1506@DOM1,U1506@DOM1,C1352,C3610,Kerberos,Network,LogOn,Success,1,0,12,25,5,0,9893,2270,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1171976,U1506@DOM1,U1506@DOM1,C1352,C3610,NTLM,Network,LogOn,Success,1,0,12,25,5,0,9893,2270,4,6,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1172295,U1506@DOM1,U1506@DOM1,C21468,C625,?,?,TGS,Success,1,0,13,25,2464,0,9893,2751,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1172426,U1506@DOM1,U1506@DOM1,C1352,C3610,NTLM,Network,LogOn,Success,1,0,14,25,5,0,9893,2270,4,6,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1172650,U1506@DOM1,U1506@DOM1,C3610,C3610,?,Network,LogOff,Success,1,0,15,25,5,0,9893,2270,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1173086,U1506@DOM1,U1506@DOM1,C1352,C3610,Kerberos,Network,LogOn,Success,1,0,15,25,5,0,9893,2270,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1173326,U1506@DOM1,U1506@DOM1,C1352,C3610,Kerberos,Network,LogOn,Success,1,0,16,25,5,0,9893,2270,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1173670,U1506@DOM1,U1506@DOM1,C3610,C3610,?,Network,LogOff,Success,1,0,17,25,5,0,9893,2270,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1174090,U1506@DOM1,U1506@DOM1,C3610,C3610,?,Network,LogOff,Success,1,0,17,25,5,0,9893,2270,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1174498,U1506@DOM1,U1506@DOM1,C1352,C3610,NTLM,Network,LogOn,Success,1,0,14,25,5,0,9893,2270,4,6,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1174568,U1506@DOM1,U1506@DOM1,C3610,C3610,?,Network,LogOff,Success,1,0,14,25,5,0,9893,2270,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1174593,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,14,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1174618,U1506@DOM1,U1506@DOM1,C1352,C3610,NTLM,Network,LogOn,Success,1,0,15,25,5,0,9893,2270,4,6,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1174888,U1506@DOM1,U1506@DOM1,C1352,C3610,NTLM,Network,LogOn,Success,1,0,14,25,5,0,9893,2270,4,6,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1174965,U1506@DOM1,U1506@DOM1,C1352,C586,?,?,TGS,Success,1,0,15,25,3441,1,9893,2676,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1174978,U1506@DOM1,U1506@DOM1,C1352,C3610,Kerberos,Network,LogOn,Success,1,0,16,25,5,0,9893,2270,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1175248,U1506@DOM1,U1506@DOM1,C1352,C3610,Kerberos,Network,LogOn,Success,1,0,17,25,5,0,9893,2270,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1175818,U1506@DOM1,U1506@DOM1,C1352,C3610,NTLM,Network,LogOn,Success,1,0,16,25,5,0,9893,2270,4,6,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1175944,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,16,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1175954,U1506@DOM1,U1506@DOM1,C1352,C457,Kerberos,Network,LogOn,Success,1,0,17,25,2203,0,9893,2441,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1178598,U1506@DOM1,U1506@DOM1,C21468,C423,Kerberos,Network,LogOn,Success,1,0,5,25,19,0,9893,2386,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1180754,U1506@DOM1,U1506@DOM1,C625,C625,?,Network,LogOff,Success,1,0,2,25,2464,0,9893,2751,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1180760,U1506@DOM1,U1506@DOM1,C625,C625,?,Network,LogOff,Success,1,0,3,25,2464,0,9893,2751,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1181570,U1506@DOM1,U1506@DOM1,C3610,C3610,?,Network,LogOff,Success,1,0,4,25,5,0,9893,2270,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1181878,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,5,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1183511,U1506@DOM1,U1506@DOM1,C1352,C585,?,?,TGS,Success,1,0,5,25,253,0,9893,2673,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1184357,U1506@DOM1,U1506@DOM1,C21468,C625,Kerberos,Network,LogOn,Success,1,0,5,25,2464,0,9893,2751,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1184360,U1506@DOM1,U1506@DOM1,C625,C625,?,Network,LogOff,Success,1,0,6,25,2464,0,9893,2751,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1184369,U1506@DOM1,U1506@DOM1,C586,C586,?,Network,LogOff,Success,1,0,6,25,3441,1,9893,2676,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1186287,U1506@DOM1,U1506@DOM1,C1352,C5873,?,?,TGS,Success,1,0,5,25,1,0,9893,2678,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1188978,U1506@DOM1,U1506@DOM1,C1352,C457,?,?,TGS,Success,1,0,2,25,2203,0,9893,2441,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1189032,U1506@DOM1,U1506@DOM1,C1352,C457,Kerberos,Network,LogOn,Success,1,0,3,25,2203,0,9893,2441,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1189425,U1506@DOM1,U1506@DOM1,C1352,C625,Kerberos,Network,LogOn,Success,1,0,4,25,2464,0,9893,2751,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1190563,U1506@DOM1,U1506@DOM1,C1352,C585,Kerberos,Network,LogOn,Success,1,0,4,25,253,0,9893,2673,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1190563,U1506@DOM1,U1506@DOM1,C1352,TGT,?,?,TGS,Success,1,0,5,25,680,0,9893,3505,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1190563,U1506@DOM1,U1506@DOM1,C1352,C585,?,?,TGS,Success,1,0,6,25,253,0,9893,2673,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1190576,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,7,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1193788,U1506@DOM1,U1506@DOM1,C1352,C586,Kerberos,Network,LogOn,Success,1,0,5,25,3441,1,9893,2676,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1195877,U1506@DOM1,U1506@DOM1,C21468,TGT,?,?,TGS,Success,1,0,2,25,680,0,9893,3505,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1196176,U1506@DOM1,U1506@DOM1,C1352,C625,Kerberos,Network,LogOn,Success,1,0,3,25,2464,0,9893,2751,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1201769,U1506@DOM1,U1506@DOM1,C21468,C467,Kerberos,Network,LogOn,Success,1,0,1,25,2351,0,9893,2462,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1201816,U1506@DOM1,U1506@DOM1,C21468,C586,Kerberos,Network,LogOn,Success,1,0,2,25,3441,1,9893,2676,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1207901,U1506@DOM1,U1506@DOM1,C586,C586,?,Network,LogOff,Success,1,0,1,25,3441,1,9893,2676,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1207922,U1506@DOM1,U1506@DOM1,C21468,C625,?,?,TGS,Success,1,0,2,25,2464,0,9893,2751,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1208164,U1506@DOM1,U1506@DOM1,C21468,C423,Kerberos,Network,LogOn,Success,1,0,3,25,19,0,9893,2386,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1210582,U1506@DOM1,U1506@DOM1,C1352,C528,?,?,TGS,Success,1,0,4,25,2425,0,9893,2570,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1213172,U1506@DOM1,U1506@DOM1,C612,C612,?,Network,LogOff,Success,1,0,2,25,2460,0,9893,2725,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1214651,U1506@DOM1,U1506@DOM1,C529,C529,?,Network,LogOff,Success,1,0,2,25,2599,0,9893,2574,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1220125,U1506@DOM1,U1506@DOM1,C612,C612,?,Network,LogOff,Success,1,0,1,25,2460,0,9893,2725,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1220236,U1506@DOM1,U1506@DOM1,C21468,C529,Kerberos,Network,LogOn,Success,1,0,2,25,2599,0,9893,2574,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1220261,U1506@DOM1,U1506@DOM1,C529,C529,?,Network,LogOff,Success,1,0,3,25,2599,0,9893,2574,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1220689,U1506@DOM1,U1506@DOM1,C1352,C528,Kerberos,Network,LogOn,Success,1,0,4,25,2425,0,9893,2570,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1220930,U1506@DOM1,U1506@DOM1,C528,C528,?,Network,LogOff,Success,1,0,5,25,2425,0,9893,2570,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1225656,U1506@DOM1,U1506@DOM1,C21468,C528,Kerberos,Network,LogOn,Success,1,0,1,25,2425,0,9893,2570,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1232188,U1506@DOM1,U1506@DOM1,C585,C585,?,Network,LogOff,Success,1,0,1,25,253,0,9893,2673,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1232380,U1506@DOM1,U1506@DOM1,C528,C528,?,Network,LogOff,Success,1,0,2,25,2425,0,9893,2570,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1232415,U1506@DOM1,U1506@DOM1,C528,C528,?,Network,LogOff,Success,1,0,3,25,2425,0,9893,2570,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1232749,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,4,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1238676,U1506@DOM1,U1506@DOM1,C1352,C612,Kerberos,Network,LogOn,Success,1,0,1,25,2460,0,9893,2725,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1244378,U1506@DOM1,U1506@DOM1,C1352,C528,Kerberos,Network,LogOn,Success,1,0,1,25,2425,0,9893,2570,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1246777,U1506@DOM1,U1506@DOM1,C1352,C528,Kerberos,Network,LogOn,Success,1,0,2,25,2425,0,9893,2570,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1246793,U1506@DOM1,U1506@DOM1,C1966,C1966,?,Network,LogOff,Success,1,0,3,25,2,0,9893,1556,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1252308,U1506@DOM1,C1352$@DOM1,C1352,C1352,?,?,AuthMap,Success,1,0,1,25,1,0,9893,621,0,0,0,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1252309,U1506@DOM1,U1506@DOM1,C1352,C612,Kerberos,Network,LogOn,Success,1,0,2,25,2460,0,9893,2725,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1253412,U1506@DOM1,C1352$@DOM1,C1352,C1352,?,?,AuthMap,Success,1,0,3,25,1,0,9893,621,0,0,0,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1257400,U1506@DOM1,U1506@DOM1,C1352,C457,Kerberos,Network,LogOn,Success,1,0,1,25,2203,0,9893,2441,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1257413,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,2,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1257428,U1506@DOM1,U1506@DOM1,C467,C467,?,Network,LogOff,Success,1,0,3,25,2351,0,9893,2462,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1258106,U1506@DOM1,U1506@DOM1,C1352,C1352,?,?,TGS,Success,1,0,4,25,1,0,9893,621,0,0,5,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1258480,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,5,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1260733,U1506@DOM1,U1506@DOM1,C457,C457,?,Network,LogOff,Success,1,0,6,25,2203,0,9893,2441,4,0,1,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1262119,U1506@DOM1,U1506@DOM1,C22824,C457,Kerberos,Network,LogOn,Success,1,0,2,25,2203,0,9893,2441,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
1268410,U1506@DOM1,U1506@DOM1,C22824,C457,Kerberos,Network,LogOn,Success,1,0,1,25,2203,0,9893,2441,4,1,2,1,-0.0513394704940091,-1,-0.12895672793158927,T1021,Remote Services,Lateral Movement,HIGH,Review authentication pattern across destinations. Check for credential reuse.
