total_logons,failed_logons,failure_rate,unique_destinations,unique_source_computers,unique_logon_types,batch_or_rdp_logons,network_logons,unique_auth_types,kerberos_logons,ntlm_logons,active_hours
2,0,0.0,2,2,2,0,1,1,0,0,0.6127777777777778
8,0,0.0,2,3,1,0,8,2,5,0,7.398888888888889
6,0,0.0,3,2,2,0,5,2,3,0,5.245555555555556
4,0,0.0,3,2,2,0,2,2,1,0,2.8694444444444445
3,0,0.0,2,2,1,0,3,3,1,1,5.835277777777778
1,0,0.0,1,1,1,0,1,1,0,0,0.0
6,0,0.0,5,4,1,0,6,2,3,0,1.3897222222222223
5,0,0.0,2,2,2,0,4,2,1,0,5.681666666666667
4,0,0.0,3,3,2,0,3,2,0,0,5.2411111111111115
5,0,0.0,2,3,1,0,5,2,2,0,6.049166666666666
3,0,0.0,2,2,1,0,3,3,1,1,7.441111111111111
2,0,0.0,2,1,2,0,1,2,1,0,0.3638888888888889
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,1,2,1,0,3,2,1,0,1.7986111111111112
2,0,0.0,2,2,1,0,2,2,1,0,0.7133333333333334
2,0,0.0,1,1,1,0,2,1,0,0,3.4419444444444443
1,0,0.0,1,1,1,0,1,1,0,0,0.0
4,0,0.0,3,3,1,0,4,3,1,1,3.9575
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,1,0,2,1,0,0,0.8183333333333334
4,0,0.0,3,2,1,0,4,2,3,0,0.18166666666666667
6,0,0.0,4,2,2,0,3,2,2,0,7.043055555555555
4,0,0.0,1,2,1,0,4,2,3,0,6.5
5,0,0.0,2,3,1,0,5,2,2,0,6.575833333333334
3,0,0.0,3,3,1,0,3,2,1,0,3.5502777777777776
3,0,0.0,2,2,1,0,3,2,1,0,0.4127777777777778
5,0,0.0,2,3,1,0,5,2,3,0,7.668333333333333
5,0,0.0,3,3,1,0,5,2,3,0,6.196944444444444
4,0,0.0,3,3,1,0,4,2,1,0,6.313611111111111
4,0,0.0,2,2,1,0,4,2,3,0,4.951944444444444
6,4,0.6666666666666666,6,5,2,0,5,3,1,0,6.814166666666667
5,0,0.0,3,3,2,0,3,2,1,0,1.5138888888888888
4,0,0.0,1,1,1,0,4,1,0,0,3.7352777777777777
4,0,0.0,4,1,2,0,1,2,1,0,7.71
3,0,0.0,1,2,1,0,3,2,1,0,0.5025
2,0,0.0,2,2,1,0,2,2,1,0,1.218611111111111
2,0,0.0,2,2,1,0,2,2,1,0,1.9144444444444444
4,0,0.0,3,1,3,0,1,3,0,1,1.4541666666666666
1,0,0.0,1,1,1,0,1,1,0,0,0.0
5,0,0.0,1,2,1,0,5,2,1,0,5.000277777777778
4,0,0.0,4,2,1,0,4,2,3,0,7.3469444444444445
6,0,0.0,3,4,2,0,5,3,1,0,6.323055555555555
1,0,0.0,1,1,1,0,0,1,0,0,0.0
3,0,0.0,3,2,1,0,3,2,2,0,2.9469444444444446
4,0,0.0,3,3,2,0,3,2,1,0,1.0238888888888888
1,0,0.0,1,1,1,0,0,1,0,0,0.0
6,0,0.0,3,3,2,0,5,2,2,0,3.5116666666666667
4,0,0.0,2,2,2,0,3,2,2,0,0.050555555555555555
5,0,0.0,2,3,1,0,5,2,3,0,0.043611111111111114
5,0,0.0,4,4,1,0,5,2,3,0,7.1369444444444445
2,0,0.0,2,2,2,0,1,1,0,0,1.5769444444444445
2,0,0.0,2,2,2,0,1,1,0,0,3.681388888888889
4,0,0.0,2,3,1,0,4,2,2,0,6.622222222222222
6,0,0.0,3,2,2,0,5,2,3,0,7.703333333333333
5,0,0.0,4,3,1,0,5,3,2,1,7.533055555555555
4,0,0.0,4,2,2,0,3,3,1,1,1.4022222222222223
2,0,0.0,1,1,2,0,1,2,0,0,1.038888888888889
3,0,0.0,1,2,1,0,3,2,1,0,5.3741666666666665
2,0,0.0,1,1,1,0,2,1,2,0,4.75
6,0,0.0,2,1,2,0,5,2,5,0,3.558333333333333
4,0,0.0,2,3,2,0,3,2,0,0,7.101111111111111
3,0,0.0,1,2,1,0,3,2,1,0,4.0055555555555555
1,0,0.0,1,1,1,0,1,1,1,0,0.0
5,0,0.0,4,1,1,0,5,1,5,0,6.0008333333333335
8,0,0.0,5,4,3,0,5,3,3,0,1.4922222222222221
8,0,0.0,6,2,2,0,6,2,5,0,7.116388888888889
8,0,0.0,3,3,1,0,8,2,6,0,6.373888888888889
2,0,0.0,2,2,1,0,2,2,1,0,0.7088888888888889
3,0,0.0,3,3,1,0,3,1,0,0,5.7975
5,0,0.0,4,3,2,0,4,2,2,0,7.598333333333334
2,0,0.0,2,1,1,0,0,1,0,0,0.004166666666666667
2,0,0.0,2,2,1,0,2,2,1,0,1.4533333333333334
2,0,0.0,2,1,1,0,2,1,2,0,1.4797222222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
6,0,0.0,1,2,2,0,5,2,2,0,6.402222222222222
4,0,0.0,3,3,3,0,1,2,0,0,0.14666666666666667
7,0,0.0,4,2,2,0,6,2,4,0,6.652222222222222
3,0,0.0,3,2,1,0,3,2,1,0,2.5819444444444444
4,0,0.0,3,4,1,0,4,2,1,0,6.005277777777778
2,0,0.0,2,2,1,0,2,2,1,0,4.000277777777778
2,0,0.0,1,1,1,0,2,1,2,0,0.49805555555555553
1,0,0.0,1,1,1,0,1,1,1,0,0.0
6,0,0.0,4,3,1,0,6,2,2,0,5.339444444444444
2,0,0.0,2,2,2,0,1,1,0,0,3.0188888888888887
3,0,0.0,1,2,1,0,3,2,2,0,2.5025
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,3,2,2,0,2,2,1,0,1.4141666666666666
2,0,0.0,2,1,1,0,2,1,2,0,7.750555555555556
1,0,0.0,1,1,1,0,1,1,0,0,0.0
7,0,0.0,4,4,1,0,7,3,3,1,6.385277777777778
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,0,1,0,0,0.0
7,0,0.0,3,2,2,0,6,2,5,0,7.180833333333333
2,0,0.0,1,2,1,0,2,2,1,0,2.74
1,0,0.0,1,1,1,0,1,1,1,0,0.0
5,0,0.0,3,2,2,0,4,2,2,0,6.177222222222222
2,0,0.0,1,1,1,0,2,1,0,0,3.060277777777778
1,0,0.0,1,1,1,0,1,1,0,0,0.0
4,0,0.0,1,2,1,0,4,2,2,0,6.8575
4,0,0.0,3,3,1,0,4,2,2,0,4.9225
3,0,0.0,2,2,1,0,3,1,0,0,2.58
4,0,0.0,2,2,2,0,3,1,0,0,6.5
3,0,0.0,2,2,2,0,2,2,1,0,7.123055555555555
5,0,0.0,3,3,1,0,5,2,1,0,6.644444444444445
4,0,0.0,2,3,1,0,4,2,1,0,5.521111111111111
4,0,0.0,3,3,1,0,4,1,0,0,7.055833333333333
13,0,0.0,7,3,2,0,11,2,9,0,1.086111111111111
1,0,0.0,1,1,1,0,1,1,1,0,0.0
8,0,0.0,3,4,1,0,8,2,2,0,4.651111111111111
2,0,0.0,2,2,2,0,1,1,0,0,0.9883333333333333
5,0,0.0,3,3,1,0,5,2,1,0,3.1061111111111113
3,0,0.0,2,1,1,0,3,1,3,0,1.6616666666666666
2,0,0.0,1,2,1,0,2,2,1,0,2.3630555555555555
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,1,2,1,0,3,2,1,0,5.016944444444444
4,0,0.0,3,2,2,0,3,2,2,0,3.1058333333333334
3,0,0.0,2,3,1,0,3,2,1,0,2.745833333333333
2,0,0.0,2,2,1,0,2,1,0,0,0.005833333333333334
6,0,0.0,4,3,2,0,5,2,3,0,5.404722222222222
6,0,0.0,3,4,2,0,5,3,2,0,7.275833333333333
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,3,2,1,0,3,2,1,0,4.920833333333333
4,0,0.0,2,2,1,0,4,2,3,0,6.091666666666667
7,0,0.0,4,3,2,0,5,2,3,0,4.249444444444444
3,0,0.0,2,3,2,0,2,1,0,0,5.0975
4,0,0.0,3,3,1,0,4,2,1,0,7.481388888888889
2,0,0.0,2,2,1,0,2,2,1,0,1.3222222222222222
7,0,0.0,4,4,2,0,6,2,2,0,3.5519444444444446
8,0,0.0,5,5,2,0,7,2,2,0,5.6725
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,1,2,1,0,3,2,1,0,7.503611111111111
1,0,0.0,1,1,1,0,1,1,0,0,0.0
5,0,0.0,3,3,1,0,5,2,4,0,4.9688888888888885
6,0,0.0,4,3,2,0,5,2,3,0,5.6947222222222225
5,0,0.0,4,5,1,0,5,2,2,0,7.430555555555555
5,0,0.0,3,4,1,0,5,2,0,1,5.418055555555555
1,0,0.0,1,1,1,0,1,1,0,0,0.0
5,0,0.0,2,2,1,0,5,2,4,0,3.2544444444444443
4,0,0.0,3,3,1,0,4,2,2,0,5.191388888888889
6,0,0.0,2,2,2,0,5,2,3,0,6.938888888888889
4,0,0.0,3,1,2,0,2,2,2,0,2.236111111111111
2,0,0.0,2,1,2,0,1,2,1,0,1.0
3,0,0.0,3,2,1,0,3,2,2,0,6.578055555555555
2,0,0.0,1,1,1,0,2,1,0,0,4.029166666666667
6,0,0.0,4,4,1,0,6,3,2,1,4.688611111111111
2,0,0.0,1,2,1,0,2,2,1,0,7.910555555555556
1,0,0.0,1,1,1,0,1,1,1,0,0.0
4,0,0.0,4,2,2,0,2,2,0,1,0.13111111111111112
7,0,0.0,3,3,2,0,6,2,3,0,7.005
2,0,0.0,2,1,1,0,2,1,2,0,0.018333333333333333
5,0,0.0,4,2,2,0,4,2,3,0,4.187777777777778
4,0,0.0,2,2,2,0,3,2,2,0,6.763055555555556
2,0,0.0,2,1,2,0,1,2,1,0,0.0008333333333333334
6,0,0.0,5,2,2,0,4,2,3,0,0.3388888888888889
5,0,0.0,4,3,1,0,5,2,3,0,6.277777777777778
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,2,1,1,0,3,1,3,0,2.6775
5,0,0.0,3,4,1,0,5,2,1,0,4.118055555555555
2,0,0.0,2,2,2,0,0,2,0,0,2.4097222222222223
7,0,0.0,3,3,2,0,6,2,4,0,8.317222222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,1,0,2,1,0,0,1.9827777777777778
5,0,0.0,3,3,2,0,4,2,1,0,5.718333333333334
2,0,0.0,1,2,1,0,2,2,1,0,0.007222222222222222
3,0,0.0,1,2,1,0,3,2,2,0,4.996388888888889
5,0,0.0,3,2,2,0,3,2,0,2,6.474444444444444
9,0,0.0,7,4,2,0,6,2,2,0,1.6063888888888889
2,0,0.0,2,2,1,0,2,1,0,0,2.9619444444444443
1,0,0.0,1,1,1,0,1,1,0,1,0.0
6,0,0.0,2,3,1,0,6,2,2,0,7.598333333333334
2,0,0.0,2,1,1,0,2,1,2,0,0.30416666666666664
2,0,0.0,2,1,1,0,2,1,2,0,1.6841666666666666
9,0,0.0,5,3,2,0,6,2,3,0,7.034722222222222
3,0,0.0,2,3,1,0,3,2,1,0,2.611666666666667
7,0,0.0,4,3,3,1,4,3,2,0,8.083055555555555
2,0,0.0,1,2,1,0,2,2,1,0,0.0002777777777777778
4,0,0.0,2,2,1,0,4,3,2,1,4.268055555555556
1,0,0.0,1,1,1,0,1,1,1,0,0.0
5,0,0.0,4,5,1,0,5,2,1,0,0.26361111111111113
3,0,0.0,3,3,1,0,3,2,1,0,0.22833333333333333
1,0,0.0,1,1,1,0,0,1,0,0,0.0
3,0,0.0,3,2,1,0,3,2,2,0,3.0169444444444444
4,0,0.0,2,1,2,0,3,2,3,0,7.083888888888889
6,0,0.0,5,2,1,0,6,2,5,0,0.3502777777777778
1,0,0.0,1,1,1,0,0,1,0,0,0.0
4,0,0.0,3,2,1,0,4,2,3,0,0.09055555555555556
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,1,1,0,2,1,2,0,1.1891666666666667
2,0,0.0,2,1,1,0,2,2,1,0,1.606111111111111
1,0,0.0,1,1,1,0,0,1,0,0,0.0
1,0,0.0,1,1,1,0,0,1,0,0,0.0
4,0,0.0,2,2,1,0,4,3,1,1,6.261111111111111
3,0,0.0,2,3,1,0,3,2,2,0,4.960833333333333
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,1,1,0,2,1,2,0,0.12694444444444444
2,0,0.0,2,2,1,0,2,2,1,0,0.07444444444444444
3,0,0.0,3,2,1,0,3,2,2,1,4.649166666666667
3,0,0.0,3,1,1,0,3,1,3,0,1.25
5,0,0.0,4,3,2,0,3,1,0,0,7.244166666666667
4,0,0.0,2,2,1,0,4,2,2,0,6.604722222222223
2,0,0.0,1,1,1,0,2,1,0,0,3.987222222222222
4,0,0.0,4,1,2,0,2,2,2,0,3.055277777777778
5,0,0.0,3,3,1,0,5,3,2,1,4.427777777777778
8,0,0.0,4,4,2,0,7,2,3,0,0.14194444444444446
3,0,0.0,3,3,1,0,3,2,1,0,1.9319444444444445
5,0,0.0,2,2,1,0,5,2,1,0,5.181388888888889
2,0,0.0,2,2,1,0,2,2,1,0,0.21444444444444444
3,0,0.0,3,1,1,0,3,2,2,0,5.0808333333333335
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
4,0,0.0,4,2,2,0,3,3,2,0,0.6702777777777778
4,0,0.0,1,2,1,0,4,2,2,0,3.3705555555555557
3,0,0.0,2,1,2,0,2,2,1,0,7.002777777777778
5,0,0.0,1,2,1,0,5,2,2,0,5.807777777777778
3,0,0.0,1,1,1,0,3,1,0,0,2.756666666666667
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,2,1,0,2,2,0,1,5.908888888888889
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,1,2,0,1,2,1,0,0.07222222222222222
4,0,0.0,2,2,1,0,4,2,2,0,4.2475
2,0,0.0,2,1,1,0,2,1,2,0,0.5016666666666667
4,0,0.0,2,3,1,0,4,2,2,0,1.9991666666666668
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,2,1,0,2,2,1,0,1.5094444444444444
2,0,0.0,2,2,1,0,2,1,0,0,0.04083333333333333
1,0,0.0,1,1,1,0,1,1,1,0,0.0
4,0,0.0,2,2,1,0,4,2,3,0,7.0025
3,0,0.0,2,1,1,0,3,2,2,1,6.717777777777778
3,0,0.0,2,2,1,0,3,2,2,0,5.026666666666666
5,0,0.0,3,2,2,0,4,2,3,0,6.669444444444444
3,0,0.0,2,2,1,0,3,2,2,0,0.11694444444444445
3,0,0.0,3,3,3,0,1,2,0,0,1.2102777777777778
3,0,0.0,2,2,1,0,3,1,0,0,1.7855555555555556
4,0,0.0,2,2,1,0,4,2,3,0,3.5102777777777776
4,0,0.0,2,2,1,0,4,1,0,0,7.004722222222222
5,0,0.0,2,2,1,0,5,2,2,0,2.910277777777778
3,0,0.0,3,1,2,0,1,2,1,0,3.576388888888889
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,2,1,0,2,1,0,0,3.4119444444444444
3,0,0.0,2,2,1,0,3,2,2,0,3.2
6,0,0.0,5,3,2,0,5,2,2,0,3.9183333333333334
6,0,0.0,3,3,1,0,6,2,3,0,1.9477777777777778
1,0,0.0,1,1,1,0,0,1,0,0,0.0
5,0,0.0,4,2,2,0,4,3,3,1,3.4783333333333335
3,0,0.0,3,2,1,0,3,2,2,0,5.386111111111111
2,0,0.0,2,1,1,0,0,1,0,0,0.0005555555555555556
1,1,1.0,1,1,1,0,0,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,2,1,3,0,1,3,1,0,0.030555555555555555
5,0,0.0,3,3,1,0,5,3,1,1,7.253055555555555
2,0,0.0,2,1,1,0,2,1,2,0,0.058888888888888886
2,0,0.0,2,1,1,0,2,1,2,0,4.285
5,0,0.0,4,4,2,0,4,2,1,0,5.741944444444444
3,0,0.0,2,2,1,0,3,2,1,0,0.11888888888888889
2,0,0.0,1,2,1,0,2,2,1,0,3.595
5,0,0.0,3,2,2,0,4,2,2,0,4.556388888888889
2,0,0.0,2,1,1,0,2,1,2,0,1.4866666666666666
6,0,0.0,1,2,1,0,6,2,1,0,6.155833333333334
5,0,0.0,4,2,1,0,5,3,3,1,7.246388888888889
4,0,0.0,4,1,2,0,3,2,3,0,7.100555555555555
3,0,0.0,2,3,1,0,3,2,1,0,4.000555555555556
5,0,0.0,1,2,1,0,5,2,1,0,1.5883333333333334
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,0,1,0,0,0.0
3,0,0.0,1,2,2,0,2,1,0,0,2.4230555555555555
4,0,0.0,4,3,2,0,3,2,1,0,2.9897222222222224
2,0,0.0,2,2,1,0,2,1,0,0,0.9941666666666666
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,1,1,0,2,1,2,0,0.7458333333333333
5,0,0.0,5,3,2,0,4,3,2,0,4.501388888888889
7,0,0.0,2,3,1,0,7,2,3,0,8.03111111111111
3,0,0.0,3,2,2,0,1,1,0,0,0.1436111111111111
5,0,0.0,2,1,2,0,4,3,2,2,3.616111111111111
7,0,0.0,4,3,2,0,6,2,4,0,7.804722222222222
2,0,0.0,1,1,1,0,2,1,2,0,3.4355555555555557
2,0,0.0,2,1,2,0,1,2,1,0,3.5930555555555554
8,0,0.0,5,4,2,0,7,2,3,0,6.576944444444444
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,1,0,2,1,0,0,0.14805555555555555
2,0,0.0,2,2,1,0,2,2,1,0,0.155
1,0,0.0,1,1,1,0,1,1,0,1,0.0
2,0,0.0,2,2,1,0,2,1,0,0,4.2491666666666665
2,0,0.0,1,1,1,0,2,1,0,0,2.254166666666667
7,0,0.0,4,4,1,0,7,3,4,1,6.499444444444444
4,0,0.0,2,3,2,0,3,1,0,0,6.140555555555555
3,0,0.0,2,2,2,0,2,2,1,0,1.4975
2,0,0.0,2,2,2,0,1,1,0,0,1.673888888888889
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,1,1,1,0,2,1,0,0,0.0038888888888888888
2,0,0.0,2,2,1,0,2,2,1,0,0.7425
2,0,0.0,2,1,1,0,2,1,2,0,0.023333333333333334
4,0,0.0,4,3,2,0,3,2,1,0,5.483611111111111
2,0,0.0,2,2,2,0,1,1,0,0,1.2530555555555556
7,0,0.0,4,3,2,0,6,3,4,1,7.8822222222222225
4,0,0.0,2,2,1,0,4,1,0,0,5.870833333333334
4,0,0.0,3,3,2,0,3,2,1,0,7.008055555555556
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,1,2,0,1,2,1,0,4.274444444444445
2,0,0.0,1,1,1,0,2,1,0,0,0.7469444444444444
4,0,0.0,4,3,1,0,4,2,1,0,3.566388888888889
9,0,0.0,4,3,2,0,8,3,4,1,5.2025
9,0,0.0,6,4,2,0,7,3,2,1,7.3375
1,0,0.0,1,1,1,0,1,1,1,0,0.0
5,0,0.0,3,1,2,0,4,2,4,0,6.785
5,0,0.0,3,2,1,0,5,3,2,2,7.323333333333333
2,0,0.0,2,1,1,0,2,1,2,0,0.2822222222222222
2,0,0.0,1,1,1,0,2,1,2,0,6.1930555555555555
1,0,0.0,1,1,1,0,1,1,1,0,0.0
4,0,0.0,4,2,2,0,3,3,2,0,1.673888888888889
8,0,0.0,5,2,2,0,5,2,3,0,7.075
2,0,0.0,1,1,1,0,2,1,2,0,1.2313888888888889
3,0,0.0,1,2,1,0,3,2,1,0,3.745277777777778
2,0,0.0,2,2,1,0,2,2,1,0,1.5844444444444445
3,0,0.0,2,2,1,0,3,2,1,0,0.6905555555555556
3,0,0.0,3,3,1,0,3,2,0,1,6.286111111111111
3,0,0.0,2,3,1,0,3,2,1,0,5.079444444444444
3,0,0.0,2,2,2,0,2,1,0,0,0.6811111111111111
3,0,0.0,3,2,2,0,2,2,0,1,3.8919444444444444
3,0,0.0,2,1,2,0,2,2,2,0,2.750277777777778
5,0,0.0,3,2,1,0,5,2,3,0,4.5905555555555555
7,0,0.0,4,4,2,0,5,2,1,0,7.7275
2,0,0.0,2,2,1,0,2,2,1,0,1.9169444444444443
3,0,0.0,2,2,1,0,3,1,0,0,7.299166666666666
2,0,0.0,1,1,1,0,2,1,2,0,1.2816666666666667
2,0,0.0,1,2,1,0,2,2,0,1,0.2363888888888889
4,0,0.0,3,2,1,0,4,3,2,1,3.3408333333333333
4,0,0.0,3,1,1,0,4,2,3,0,4.883611111111111
2,0,0.0,1,2,1,0,2,2,1,0,5.391944444444444
3,0,0.0,2,2,2,0,2,2,0,0,4.496388888888889
4,0,0.0,4,2,2,0,3,2,2,0,1.1125
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,1,2,1,0,2,2,1,0,0.2538888888888889
3,0,0.0,2,2,1,0,3,2,0,1,4.539166666666667
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,1,0,2,2,1,0,0.01611111111111111
3,0,0.0,2,2,1,0,3,2,2,0,0.06722222222222222
5,0,0.0,2,3,1,0,5,2,1,0,2.1144444444444446
3,0,0.0,2,2,2,0,2,2,1,0,0.20972222222222223
4,0,0.0,3,1,1,0,4,2,3,0,4.614722222222222
4,0,0.0,3,2,2,0,3,2,2,0,2.4980555555555557
22,0,0.0,4,4,2,0,21,2,11,0,7.971388888888889
5,0,0.0,3,2,1,0,5,2,3,0,7.1225
2,0,0.0,2,2,1,0,2,1,0,0,1.3233333333333333
4,0,0.0,2,3,1,0,4,2,1,0,5.01
5,0,0.0,2,2,1,0,5,2,3,0,8.624444444444444
3,0,0.0,3,3,2,0,2,1,0,0,0.09277777777777778
3,0,0.0,2,2,1,0,3,2,2,0,1.9927777777777778
5,0,0.0,4,2,1,0,5,2,4,0,6.009166666666666
4,0,0.0,4,2,2,0,3,2,2,0,4.6575
5,0,0.0,3,4,1,0,5,2,1,0,7.516944444444444
6,0,0.0,4,3,2,0,4,2,1,0,5.002222222222223
6,0,0.0,1,2,1,0,6,2,2,0,7.047777777777778
3,0,0.0,3,3,2,0,2,1,0,0,5.908333333333333
2,0,0.0,2,2,1,0,2,2,1,0,0.6125
2,0,0.0,1,1,1,0,2,1,0,0,3.636388888888889
4,0,0.0,2,3,1,0,4,2,2,0,3.0083333333333333
6,0,0.0,5,4,2,0,5,3,1,1,0.5030555555555556
5,0,0.0,4,3,1,0,5,3,2,1,6.685277777777777
2,0,0.0,2,2,2,0,1,1,0,0,2.694722222222222
7,0,0.0,3,4,1,0,7,2,3,0,7.910277777777778
2,0,0.0,1,1,1,0,2,1,0,0,4.7555555555555555
2,0,0.0,2,2,1,0,2,2,1,0,0.3263888888888889
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,3,3,2,0,2,1,0,0,3.2752777777777777
3,0,0.0,2,1,2,0,1,2,0,1,0.28444444444444444
7,0,0.0,3,4,1,0,7,2,3,0,0.13111111111111112
3,0,0.0,2,3,1,0,3,2,1,0,7.509444444444444
3,0,0.0,3,3,1,0,3,2,1,0,3.979722222222222
8,0,0.0,3,2,2,0,7,3,4,1,5.3933333333333335
5,0,0.0,4,3,1,0,5,2,3,0,7.7844444444444445
1,0,0.0,1,1,1,0,1,1,0,0,0.0
4,0,0.0,3,3,2,0,3,3,1,0,3.7875
3,0,0.0,3,3,1,0,3,1,0,0,0.25833333333333336
3,0,0.0,2,2,2,0,2,2,1,0,7.838888888888889
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,1,2,1,0,3,2,1,0,4.491944444444444
7,0,0.0,6,4,2,0,6,2,1,0,7.0808333333333335
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,2,2,2,0,2,1,0,0,3.301111111111111
7,0,0.0,4,5,1,0,7,2,2,0,5.980277777777777
3,0,0.0,1,2,1,0,3,2,2,0,4.529444444444445
2,0,0.0,2,2,1,0,2,2,1,0,0.19527777777777777
3,0,0.0,2,2,2,0,2,1,0,0,0.16805555555555557
2,0,0.0,1,2,1,0,2,2,1,0,0.008611111111111111
2,0,0.0,2,2,1,0,2,2,1,0,5.3502777777777775
2,0,0.0,1,2,1,0,2,2,1,0,0.0002777777777777778
8,0,0.0,3,3,1,0,8,2,4,0,6.927222222222222
5,0,0.0,5,3,3,0,3,3,1,0,1.01
1,0,0.0,1,1,1,0,0,1,0,0,0.0
2,0,0.0,2,1,1,0,2,1,2,0,1.561388888888889
2,0,0.0,2,2,2,0,1,1,0,0,1.3352777777777778
2,0,0.0,2,2,1,0,2,2,1,0,0.9133333333333333
6,0,0.0,3,3,2,0,5,2,1,0,7.799166666666666
3,0,0.0,2,3,1,0,3,2,1,0,4.516944444444444
2,0,0.0,1,1,1,0,2,1,2,0,5.4927777777777775
2,0,0.0,2,2,1,0,2,2,1,0,0.7808333333333334
4,0,0.0,3,3,1,0,4,1,0,0,0.3088888888888889
3,0,0.0,2,2,1,0,3,2,2,0,1.6158333333333332
5,0,0.0,4,2,1,0,5,3,2,1,3.3244444444444445
2,0,0.0,2,2,1,0,2,1,0,0,0.1852777777777778
2,0,0.0,2,1,2,0,1,2,1,0,0.04055555555555555
3,0,0.0,1,2,1,0,3,2,1,0,2.7125
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,1,2,0,1,2,1,0,7.3469444444444445
10,0,0.0,1,1,1,0,10,1,0,0,7.503611111111111
2,0,0.0,2,2,1,0,2,2,1,0,0.0016666666666666668
3,0,0.0,1,2,1,0,3,2,1,0,4.192777777777778
4,0,0.0,2,2,2,0,3,2,2,0,2.4786111111111113
2,0,0.0,1,1,1,0,2,1,2,0,0.058333333333333334
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,2,2,0,1,1,0,0,0.009166666666666667
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,2,1,0,2,1,0,0,1.3544444444444443
2,0,0.0,1,1,1,0,2,1,0,0,0.2025
2,0,0.0,2,2,1,0,2,2,1,0,0.9686111111111111
6,0,0.0,2,2,1,0,6,2,4,0,5.954166666666667
5,0,0.0,3,3,2,0,4,2,1,0,4.022222222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
6,0,0.0,3,2,2,0,4,2,2,0,6.872222222222222
2,0,0.0,2,2,2,0,1,1,0,0,0.14444444444444443
5,0,0.0,4,3,2,0,4,2,2,0,3.6133333333333333
4,0,0.0,3,2,2,0,3,2,2,0,5.1786111111111115
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,1,2,0,1,2,1,0,0.07861111111111112
4,0,0.0,3,3,1,0,4,2,2,0,4.353888888888889
4,0,0.0,2,2,1,0,4,2,2,0,1.3730555555555555
1,0,0.0,1,1,1,0,1,1,0,0,0.0
4,0,0.0,3,2,3,0,2,3,2,0,0.2038888888888889
3,0,0.0,3,3,1,0,3,2,1,0,0.24138888888888888
3,0,0.0,3,2,2,0,2,2,2,0,8.2675
1,0,0.0,1,1,1,0,0,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,2,2,1,0,3,2,1,0,3.421388888888889
1,0,0.0,1,1,1,0,1,1,1,0,0.0
