source_user,day,total_logons,failed_logons,successful_logons,failure_rate,success_rate,unique_destinations,unique_source_computers,unique_logon_types,batch_or_rdp_logons,network_logons,unique_auth_types,kerberos_logons,ntlm_logons,active_hours,is_attack,if_score,if_prediction
C259$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,6.108888888888889,0,0.3100145044746933,1
C2591$@DOM1,12,2,0,2,0.0,1.0,1,1,2,0,1,2,1,0,1.5777777777777775,0,0.2899699960777862,1
C2593$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2596$@DOM1,12,5,0,5,0.0,1.0,3,3,1,0,5,2,1,0,6.953611111111111,0,0.3255733896356134,1
C2597$@DOM1,12,4,0,4,0.0,1.0,4,3,1,0,4,2,2,0,5.276388888888889,0,0.3180691108229317,1
C2598$@DOM1,12,5,0,5,0.0,1.0,3,4,1,0,5,2,1,0,6.5025,0,0.29826993524664597,1
C26$@DOM1,12,5,0,5,0.0,1.0,2,2,2,0,4,3,3,1,5.778055555555556,0,0.2198020941790309,1
C260$@DOM1,12,5,0,5,0.0,1.0,1,2,1,0,5,2,4,0,5.5777777777777775,0,0.29690283381990057,1
C2600$@DOM1,12,3,0,3,0.0,1.0,3,3,1,0,3,1,0,0,2.3775,0,0.2947907981003938,1
C2602$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,3.4966666666666666,0,0.3319899011937549,1
C2603$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,4.586388888888889,0,0.308767977552431,1
C2604$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,1,0,1.6447222222222222,0,0.33595968284671546,1
C2606$@DOM1,12,6,0,6,0.0,1.0,1,2,2,0,5,2,2,0,4.991666666666666,0,0.2981648585460374,1
C2608$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,2,0,6.1825,0,0.34208224137035603,1
C2609$@DOM1,12,6,0,6,0.0,1.0,2,3,1,0,6,2,3,0,5.784722222222222,0,0.31124616146079354,1
C261$@DOM1,12,3,0,3,0.0,1.0,3,1,2,0,2,2,2,0,3.785,0,0.31494581712746983,1
C2610$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,2,0,0.6844444444444444,0,0.31074441473752323,1
C2612$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,2.8366666666666664,0,0.33379382454361106,1
C2614$@DOM1,12,7,0,7,0.0,1.0,4,4,1,0,7,2,4,0,7.941666666666666,0,0.2587368211396198,1
C2616$@DOM1,12,8,0,8,0.0,1.0,3,3,2,0,7,2,2,0,2.145,0,0.2841616109941042,1
C2619$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C262$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,1,0,0,4.555555555555555,0,0.3257092887273695,1
C2622$@DOM1,12,4,0,4,0.0,1.0,1,2,1,0,4,2,1,0,5.7025,0,0.32597893974848696,1
C2623$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,3,1,1,5.454722222222222,0,0.24557164759478933,1
C2624$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,7.183055555555556,0,0.2971714615120422,1
C2626$@DOM1,12,16,0,16,0.0,1.0,8,6,2,0,15,2,5,0,7.944166666666667,0,0.14277572188422294,1
C2627$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C2629$@DOM1,12,3,0,3,0.0,1.0,3,3,2,0,2,1,0,0,7.275277777777778,0,0.28218234025607103,1
C263$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C2631$@DOM1,12,5,0,5,0.0,1.0,5,4,1,0,5,2,2,0,5.000555555555556,0,0.26298544230101584,1
C2633$@DOM1,12,3,0,3,0.0,1.0,3,3,1,0,3,2,1,0,3.296111111111111,0,0.32698609744315243,1
C2634$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2635$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2637$@DOM1,12,6,0,6,0.0,1.0,2,3,1,0,6,2,3,0,5.998333333333333,0,0.3114760432593432,1
C2638$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,1,0,0,3.924722222222222,0,0.3254866521352263,1
C264$@DOM1,12,6,0,6,0.0,1.0,2,1,2,0,5,2,5,0,4.000277777777778,0,0.2772104966862442,1
C2641$@DOM1,12,4,0,4,0.0,1.0,3,2,1,0,4,2,3,0,3.724166666666666,0,0.33009301726760243,1
C2643$@DOM1,12,3,0,3,0.0,1.0,3,1,2,0,2,2,2,0,8.496944444444445,0,0.2960195458557009,1
C2644$@DOM1,12,5,0,5,0.0,1.0,2,3,2,0,4,2,2,0,4.545833333333333,0,0.3191916723946393,1
C2645$@DOM1,12,8,0,8,0.0,1.0,3,4,1,0,8,2,4,0,7.873055555555555,0,0.25804136768287306,1
C2646$@DOM1,12,4,0,4,0.0,1.0,3,1,1,0,4,1,4,0,5.2844444444444445,0,0.2553863220559062,1
C2647$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2648$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C2649$@DOM1,12,3,3,0,1.0,0.0,3,1,2,0,2,2,0,2,6.91,0,0.057889287642967635,1
C265$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C2650$@DOM1,12,11,0,11,0.0,1.0,6,4,2,0,8,2,3,0,7.04,0,0.22348554366759704,1
C2651$@DOM1,12,7,0,7,0.0,1.0,2,3,1,0,7,2,4,0,7.941388888888889,0,0.2840238957293651,1
C2652$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C2653$@DOM1,12,11,11,0,1.0,0.0,5,1,2,0,9,2,0,9,6.530833333333334,0,-0.006654842492306523,-1
C2654$@DOM1,12,7,0,7,0.0,1.0,4,3,2,0,6,2,4,0,6.264166666666667,0,0.2914826630857364,1
C2655$@DOM1,12,5,0,5,0.0,1.0,5,4,2,0,4,2,1,0,7.120833333333334,0,0.26767180989876793,1
C2656$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,1.5972222222222223,0,0.3267268397463563,1
C2657$@DOM1,12,6,0,6,0.0,1.0,5,1,1,0,6,1,6,0,0.2561111111111111,0,0.15855765922602028,1
C2658$@DOM1,12,6,0,6,0.0,1.0,2,2,2,0,5,2,2,0,8.404166666666667,0,0.30720481327543936,1
C2659$@DOM1,12,5,0,5,0.0,1.0,4,2,2,0,2,1,0,0,5.671944444444445,0,0.26964704630896597,1
C266$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C2660$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,6.694166666666667,0,0.2957401020713611,1
C2661$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,1,0,0,2.535277777777778,0,0.32556448437397034,1
C2662$@DOM1,12,4,0,4,0.0,1.0,3,4,2,0,3,1,0,0,7.118611111111111,0,0.2558585980347841,1
C2663$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,7.458333333333333,0,0.29282390975313255,1
C2665$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C2667$@DOM1,12,4,0,4,0.0,1.0,3,2,3,0,2,3,1,0,8.470277777777778,0,0.17641664529614753,1
C2668$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,1.2175,0,0.32592482369492337,1
C2669$@DOM1,12,4,0,4,0.0,1.0,2,3,1,0,4,2,2,0,5.215,0,0.3338678329028902,1
C2670$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2671$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C2672$@DOM1,12,4,0,4,0.0,1.0,3,2,2,0,3,2,2,0,6.741666666666666,0,0.3291720535340394,1
C2674$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C2676$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,2,0,2.640833333333333,0,0.31133693119025413,1
C2677$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,6.935277777777777,0,0.295675698312995,1
C2679$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,1.790277777777778,0,0.3280874553105849,1
C268$@DOM1,12,3,0,3,0.0,1.0,2,1,2,0,2,2,2,0,5.346666666666667,0,0.31671098669977354,1
C2681$@DOM1,12,6,0,6,0.0,1.0,3,3,1,0,6,2,4,0,5.387222222222222,0,0.303782041179161,1
C2683$@DOM1,12,11,0,11,0.0,1.0,6,4,1,0,11,2,8,0,7.876944444444445,0,0.17626358872410797,1
C2685$@DOM1,12,4,0,4,0.0,1.0,1,1,1,0,4,1,4,0,4.5488888888888885,0,0.24461040259956418,1
C2686$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,3.0813888888888887,0,0.34545381581005236,1
C2687$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,5.062777777777778,0,0.346083589624558,1
C2688$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,0.0263888888888888,0,0.3060124822498934,1
C2689$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2690$@DOM1,12,3,0,3,0.0,1.0,2,3,1,0,3,2,1,0,2.749722222222222,0,0.3288695641090196,1
C2692$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,2,0,0.8336111111111111,0,0.31157500809075833,1
C2694$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,4.157777777777778,0,0.32327414046479325,1
C2696$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,1.242222222222222,0,0.3336564689136378,1
C2697$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,2,0,3.1661111111111118,0,0.3086346715867622,1
C27$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C270$@DOM1,12,8,0,8,0.0,1.0,5,5,2,0,7,2,3,0,6.0825,0,0.2351889930485388,1
C2700$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,2.2822222222222224,0,0.32819597528756844,1
C2701$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,2,1,0,1.5322222222222222,0,0.3288762827296082,1
C2702$@DOM1,12,5,0,5,0.0,1.0,4,3,1,0,5,2,2,0,4.710555555555556,0,0.3121598071073574,1
C2706$@DOM1,12,7,0,7,0.0,1.0,2,2,1,0,7,2,4,0,6.506388888888889,0,0.2970515364590884,1
C2707$@DOM1,12,13,0,13,0.0,1.0,8,5,2,0,10,2,6,0,7.2075,0,0.17006035746825288,1
C2708$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,2,0,7.673333333333333,0,0.31503832075795657,1
C271$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,8.113333333333333,0,0.2851635430638818,1
C2710$@DOM1,12,5,0,5,0.0,1.0,3,2,2,0,4,3,1,1,7.286944444444444,0,0.2293866496798707,1
C2711$@DOM1,12,4,0,4,0.0,1.0,3,1,1,0,4,1,4,0,4.604444444444445,0,0.25695602783673344,1
C2712$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,2,0,3.352777777777778,0,0.339471979658607,1
C2714$@DOM1,12,5,0,5,0.0,1.0,4,3,1,0,5,2,1,0,5.128611111111111,0,0.30928612198753025,1
C2719$@DOM1,12,5,0,5,0.0,1.0,3,3,1,0,5,2,3,0,8.255555555555556,0,0.3100200935555958,1
C272$@DOM1,12,4,0,4,0.0,1.0,2,3,1,0,4,2,1,0,1.4997222222222222,0,0.31954281986861766,1
C2720$@DOM1,12,4,0,4,0.0,1.0,3,2,1,0,4,1,4,0,2.1105555555555555,0,0.26410437285910976,1
C2721$@DOM1,12,3,0,3,0.0,1.0,2,1,1,0,3,1,3,0,3.463611111111111,0,0.2818821708592147,1
C2722$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,3.0383333333333336,0,0.33187758067123246,1
C2724$@DOM1,12,4,0,4,0.0,1.0,3,1,1,0,4,2,3,1,7.267777777777778,0,0.24370698707647886,1
C2725$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C2727$@DOM1,12,5,0,5,0.0,1.0,3,2,1,0,5,2,4,0,4.7475,0,0.31567682824073773,1
C2729$@DOM1,12,6,0,6,0.0,1.0,3,3,1,0,6,2,2,0,5.248888888888889,0,0.3160984656915344,1
C273$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,3.319722222222222,0,0.32929929870299396,1
C2731$@DOM1,12,4,0,4,0.0,1.0,2,2,2,0,3,2,1,0,4.752222222222223,0,0.33636398597884437,1
C2732$@DOM1,12,3,0,3,0.0,1.0,2,1,1,0,3,1,3,0,6.511666666666667,0,0.27920769687519476,1
C2733$@DOM1,12,5,0,5,0.0,1.0,3,1,1,0,5,2,4,0,7.052222222222222,0,0.2924572465622,1
C2734$@DOM1,12,4,0,4,0.0,1.0,1,2,1,0,4,2,1,0,4.3566666666666665,0,0.32618317901488925,1
C2735$@DOM1,12,5,0,5,0.0,1.0,4,2,2,0,3,2,1,0,6.523333333333333,0,0.31360381609887966,1
C2737$@DOM1,12,4,0,4,0.0,1.0,4,3,2,0,3,3,1,1,5.259166666666666,0,0.22401297366387435,1
C2738$@DOM1,12,5,0,5,0.0,1.0,3,2,1,0,5,2,2,0,5.014444444444444,0,0.33131913548183667,1
C2740$@DOM1,12,4,0,4,0.0,1.0,1,2,1,0,4,2,2,0,5.480555555555555,0,0.32452209077353933,1
C2742$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2743$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,2,0,3.270555555555556,0,0.3389043970650606,1
C2746$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,6.724166666666667,0,0.32646654785711454,1
C2747$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C275$@DOM1,12,5,0,5,0.0,1.0,1,2,2,0,4,2,2,0,5.990277777777778,0,0.30309414536096163,1
C2751$@DOM1,12,9,0,9,0.0,1.0,3,3,1,0,9,2,6,0,8.401666666666667,0,0.25109130029700455,1
C2752$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,0.5586111111111111,0,0.3168484131379806,1
C2753$@DOM1,12,4,0,4,0.0,1.0,4,4,2,0,3,1,0,0,4.622222222222222,0,0.24506290382333823,1
C2754$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,5.6594444444444445,0,0.33340251181920694,1
C2757$@DOM1,12,3,0,3,0.0,1.0,2,1,1,0,3,1,3,0,3.1369444444444445,0,0.281223965914412,1
C2758$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,2,1,0,1.747777777777778,0,0.3300466427656087,1
C2759$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,0.2538888888888889,0,0.3055857366989745,1
C276$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,2.516111111111111,0,0.32834643627154697,1
C2760$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2761$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,2,0,6.905555555555556,0,0.3314787288411192,1
C2762$@DOM1,12,6,0,6,0.0,1.0,5,5,1,0,6,1,0,0,7.5125,0,0.1826311480456715,1
C2765$@DOM1,12,9,0,9,0.0,1.0,7,5,2,0,7,2,3,0,8.4875,0,0.19834593104668385,1
C2766$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,2,0,5.766666666666667,0,0.3355215159091859,1
C2767$@DOM1,12,3,0,3,0.0,1.0,3,3,1,0,3,2,1,0,7.55,0,0.3215336012987514,1
C2768$@DOM1,12,3,0,3,0.0,1.0,2,1,3,0,1,3,1,0,6.8469444444444445,0,0.1805908889177118,1
C2769$@DOM1,12,8,0,8,0.0,1.0,7,5,2,0,6,2,2,0,6.773611111111111,0,0.21320430513918742,1
C277$@DOM1,12,4,0,4,0.0,1.0,2,2,2,0,3,1,0,0,5.8838888888888885,0,0.2978232426699978,1
C2770$@DOM1,12,3,0,3,0.0,1.0,1,1,1,0,3,1,0,0,1.1391666666666669,0,0.3024493015442775,1
C2772$@DOM1,12,4,0,4,0.0,1.0,2,3,2,0,3,1,0,0,6.3244444444444445,0,0.28684262267213406,1
C2777$@DOM1,12,6,0,6,0.0,1.0,4,4,2,0,5,2,1,0,7.118055555555555,0,0.28450213774534006,1
C2778$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,4.288611111111111,0,0.3174978482212142,1
C278$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,1,0,0,2.016388888888889,0,0.30930890687784174,1
C2780$@DOM1,12,4,0,4,0.0,1.0,3,2,1,0,4,2,3,0,7.297777777777778,0,0.32581401229450163,1
C2782$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2783$@DOM1,12,8,0,8,0.0,1.0,5,3,1,0,8,2,5,0,4.198333333333333,0,0.23993565522857313,1
C2784$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,2,0,6.976388888888889,0,0.33190209317515756,1
C2786$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,1,0,0,7.0008333333333335,0,0.3118556452306187,1
C2788$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C279$@DOM1,12,6,0,6,0.0,1.0,3,2,1,0,6,3,4,1,7.873333333333333,0,0.20491117885456056,1
C2790$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,2,0,4.008333333333334,0,0.3054157343633695,1
C2796$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,6.237777777777778,0,0.3253809525085374,1
C2798$@DOM1,12,5,0,5,0.0,1.0,3,2,1,0,5,3,3,1,6.025277777777778,0,0.23450406587476774,1
C28$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C280$@DOM1,12,6,0,6,0.0,1.0,4,3,1,0,6,2,2,0,7.816666666666666,0,0.2934405500761082,1
C2800$@DOM1,12,4,0,4,0.0,1.0,1,2,1,0,4,2,2,0,6.583055555555555,0,0.3204613224155055,1
C2802$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,3.3433333333333333,0,0.34538409036910467,1
C2803$@DOM1,12,5,0,5,0.0,1.0,2,3,1,0,5,2,1,0,6.283611111111111,0,0.3297939884485214,1
C2804$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C2805$@DOM1,12,7,0,7,0.0,1.0,4,4,2,0,6,2,1,0,7.873888888888889,0,0.27264789165856307,1
C2807$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C281$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,5.1425,0,0.31285358512823774,1
C2811$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2812$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,2.8713888888888888,0,0.32695484716220863,1
C2813$@DOM1,12,7,0,7,0.0,1.0,4,3,1,0,7,2,4,0,6.7225,0,0.28199134721789565,1
C2815$@DOM1,12,3,0,3,0.0,1.0,3,1,1,0,3,2,2,0,1.7502777777777778,0,0.3097443031121005,1
C2816$@DOM1,12,4,0,4,0.0,1.0,4,3,2,0,2,1,0,0,5.175833333333333,0,0.27332984495972185,1
C2817$@DOM1,12,6,0,6,0.0,1.0,3,3,1,0,6,2,3,0,4.116666666666666,0,0.3064493116102632,1
C2819$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,4.2425,0,0.33056885895734084,1
C282$@DOM1,12,4,0,4,0.0,1.0,2,2,2,0,3,2,1,0,7.503055555555555,0,0.3243911205313508,1
C2820$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,1.1458333333333333,0,0.34395909745534203,1
C2821$@DOM1,12,6,0,6,0.0,1.0,3,3,1,0,6,2,3,0,5.679722222222222,0,0.31408705982162505,1
C2823$@DOM1,12,3,0,3,0.0,1.0,1,1,1,0,3,1,3,0,4.25,0,0.26669087298331967,1
C2825$@DOM1,12,8,0,8,0.0,1.0,2,3,1,0,8,2,3,0,6.515555555555555,0,0.28937755080365285,1
C2826$@DOM1,12,4,0,4,0.0,1.0,3,2,1,0,4,2,2,0,4.0969444444444445,0,0.337995600488979,1
C2827$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,2,1,0,5.648888888888889,0,0.33570404659502323,1
C2829$@DOM1,12,4,0,4,0.0,1.0,1,2,1,0,4,2,3,0,5.490833333333334,0,0.3107099850803443,1
C283$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,2,1,1,0.7238888888888889,0,0.2541514504359065,1
C2831$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,4.976666666666667,0,0.33027509494108653,1
C2833$@DOM1,12,4,0,4,0.0,1.0,3,1,2,0,3,2,3,0,1.5575,0,0.29281254456888606,1
C2835$@DOM1,12,3,0,3,0.0,1.0,2,1,2,0,1,2,1,0,6.109444444444445,0,0.3166867922501735,1
C2836$@DOM1,12,9,0,9,0.0,1.0,4,3,2,0,6,2,3,0,5.75,0,0.2853307209485296,1
C2839$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,0.0416666666666666,0,0.3196757138993713,1
C284$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,6.450277777777778,0,0.33102667243301825,1
C2841$@DOM1,12,7,0,7,0.0,1.0,4,5,1,0,7,3,1,1,4.0088888888888885,0,0.16771312421399143,1
C2842$@DOM1,12,6,0,6,0.0,1.0,5,3,2,0,4,2,2,0,8.155833333333334,0,0.28294920935504503,1
C2844$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2846$@DOM1,12,3,0,3,0.0,1.0,3,1,1,0,3,1,3,0,0.8258333333333333,0,0.26247827266449464,1
C2848$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,2,0,4.926666666666667,0,0.33405976255172676,1
C285$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,1,0,0,2.749722222222222,0,0.3116104022121153,1
C2850$@DOM1,12,4,0,4,0.0,1.0,4,2,2,0,3,2,2,0,5.180555555555555,0,0.3199690413578628,1
C2851$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C2852$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,5.5713888888888885,0,0.35018030399839367,1
C2854$@DOM1,12,3,0,3,0.0,1.0,3,3,2,0,2,3,1,0,4.338611111111111,0,0.26595838432618263,1
C2855$@DOM1,12,6,0,6,0.0,1.0,5,3,2,0,5,2,2,0,5.820555555555556,0,0.29404935424620765,1
C2857$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C286$@DOM1,12,6,0,6,0.0,1.0,4,3,1,0,6,3,2,1,5.993055555555555,0,0.21617772631006044,1
C2861$@DOM1,12,5,0,5,0.0,1.0,4,3,2,0,4,3,2,0,7.5552777777777775,0,0.2564320062944813,1
C2863$@DOM1,12,3,0,3,0.0,1.0,1,1,1,0,3,1,3,0,4.649722222222223,0,0.2667939574609625,1
C2864$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,1,0,6.204166666666667,0,0.3337884765333844,1
C2865$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,4.980555555555555,0,0.3338743345536176,1
C2866$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,2.4425,0,0.32008471029632135,1
C2868$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,2,0,0,6.166388888888889,0,0.32140921637310244,1
C287$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,2.5727777777777776,0,0.32834643627154697,1
C2870$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C2871$@DOM1,12,7,0,7,0.0,1.0,2,3,1,0,7,2,3,0,6.7475,0,0.3001624874044384,1
C2873$@DOM1,12,3,0,3,0.0,1.0,2,3,1,0,3,2,1,0,4.1875,0,0.3320310976455976,1
C2877$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C2879$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,3.330833333333333,0,0.32929929870299396,1
C2881$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,5.8902777777777775,0,0.3246064454278635,1
C2883$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C2885$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,2.5591666666666666,0,0.345774073735985,1
C2886$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,2,1,0,4.094166666666666,0,0.3464128934884351,1
C2888$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,2.0,0,0.31916505636970227,1
C289$@DOM1,12,6,0,6,0.0,1.0,2,3,2,0,5,2,2,0,7.144722222222223,0,0.3124418455708545,1
C2891$@DOM1,12,6,0,6,0.0,1.0,2,2,1,0,6,2,1,0,7.790833333333333,0,0.30767298487732064,1
C2892$@DOM1,12,6,0,6,0.0,1.0,5,4,2,0,4,2,1,0,8.188611111111111,0,0.26067916973548755,1
C2893$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,0.0527777777777777,0,0.3196757138993713,1
C2895$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,3.171944444444444,0,0.31198416820463915,1
C29$@DOM1,12,5,0,5,0.0,1.0,4,4,2,0,4,2,2,0,4.919722222222222,0,0.28840260283254576,1
C290$@DOM1,12,6,0,6,0.0,1.0,3,4,1,0,6,2,3,0,4.941944444444444,0,0.28243657835797215,1
C2900$@DOM1,12,5,0,5,0.0,1.0,1,2,1,0,5,2,2,0,5.075277777777778,0,0.31605039036085686,1
C2901$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C2902$@DOM1,12,5,0,5,0.0,1.0,5,3,1,0,5,2,3,0,7.024166666666667,0,0.2849212158914191,1
