source_user,day,total_logons,failed_logons,successful_logons,failure_rate,success_rate,unique_destinations,unique_source_computers,unique_logon_types,batch_or_rdp_logons,network_logons,unique_auth_types,kerberos_logons,ntlm_logons,active_hours,is_attack,if_score,if_prediction,shap_total_logons,shap_failed_logons,shap_failure_rate,shap_unique_destinations,shap_unique_source_computers,shap_unique_logon_types,shap_batch_or_rdp_logons,shap_network_logons,shap_unique_auth_types,shap_kerberos_logons,shap_ntlm_logons,shap_active_hours,shap_top_feature
U7594@DOM1,14,65,0,65,0.0,1.0,8,6,3,0,46,2,25,0,21.93861111111111,1,-0.0166661685357123,-1,-1.6050601052642466,0.01308026470818782,0.013642357969834937,-1.0522014369536508,-0.8904637317306517,-1.3963149883832338,0.011694589813360717,-1.4181240724772926,0.07163164771274906,-1.6317245615221994,0.07627586993218971,-1.1286055736118752,kerberos_logons
U78@DOM1,12,75,0,75,0.0,1.0,8,6,3,11,35,3,15,0,22.72305555555556,1,-0.0397524499122853,-1,-1.621301415093023,0.012466654192602204,0.012800196782652321,-0.9807554771132984,-0.792533439948661,-1.2649128690110385,-0.9767147846364372,-1.0751908611433965,-0.6309954088652395,-1.0515369383473439,0.06156336540781311,-1.0901555519520545,total_logons
U78@DOM1,13,67,0,67,0.0,1.0,6,4,3,7,22,3,12,0,22.099444444444444,1,-0.0085924722717998,-1,-1.6451046175825939,0.013935994915851813,0.013908448956407181,-0.717335351230134,-0.43884685652758115,-1.3477353132580427,-0.9592560618956806,-1.0065403550903542,-0.7057121263573379,-0.954190287746495,0.07069911482330546,-1.0952822525835484,total_logons
U78@DOM1,14,58,0,58,0.0,1.0,7,5,3,8,13,3,7,0,22.865,1,-0.0062046040174853,-1,-1.5968339778766936,0.013748372653688999,0.013878106906730555,-0.952155093974055,-0.7256844446563514,-1.3856053508432113,-0.9956109672876516,-0.6320836983207443,-0.7189816796341733,-0.6513035433568498,0.06797979338530608,-1.1597388843830885,total_logons
U7@DOM1,12,176,0,176,0.0,1.0,13,11,3,0,165,3,74,0,8.6375,0,-0.0833907149333523,-1,-1.8902080174577365,0.011156985811415193,0.011761531873064635,-1.295679725779035,-1.2118375440199107,-1.2008693350850694,0.009918454640524807,-1.795298065083887,-0.6509431214717007,-1.876917403057685,0.05644708600177404,-0.39893205108280666,total_logons
U825@DOM1,13,59,0,59,0.0,1.0,12,10,2,0,53,2,27,0,22.08222222222222,1,-0.0242871232228142,-1,-1.6365916004937047,0.013217177795761396,0.013918293321998424,-1.4294616690447874,-1.482465663207236,-0.2585755659921888,0.009390106008073097,-1.551517206871454,0.05679829279927446,-1.7759241734761615,0.07915151700887187,-1.1279168503232238,kerberos_logons
U825@DOM1,14,70,0,70,0.0,1.0,10,9,2,0,60,3,20,1,22.58277777777778,1,-0.0374520977667331,-1,-1.5592388515877822,0.012615719408943866,0.012967268387288471,-1.1785712941912128,-1.2024291690754876,-0.20894180381236335,0.008616732820648341,-1.5256664559426087,-0.5993196675876955,-1.2874465177516499,-0.792894404370762,-1.031653610483613,total_logons
U8601@DOM1,12,90,0,90,0.0,1.0,19,12,4,0,55,3,29,0,22.06583333333333,1,-0.0649334120593926,-1,-1.654527904870772,0.011565704558638945,0.011823524814041928,-1.3861668589292435,-1.257096050424946,-1.2495368213129359,0.0098636274712064,-1.3338364616809815,-0.6397035617137761,-1.4685888055457677,0.058350314866055124,-0.986468515330739,total_logons
U8601@DOM1,13,60,0,60,0.0,1.0,12,12,2,0,50,2,23,0,22.706666666666667,1,-0.0263999566636732,-1,-1.6843929687020465,0.013395943874254503,0.014002867066507755,-1.4779450898716942,-1.5634948452016977,-0.24115704228532892,0.00914714460999141,-1.5546551699905236,0.060676548153180916,-1.587640130565145,0.08009984375967302,-1.2003741972348796,total_logons
U86@DOM1,12,74,0,74,0.0,1.0,10,7,2,0,59,3,25,4,23.78333333333333,1,-0.0516089061255455,-1,-1.5301472826408458,0.012109351157633142,0.012421594950865396,-1.1114807914207228,-0.86811557133192,-0.22166883586629949,0.008320112884201808,-1.4667813979968383,-0.5726809648347121,-1.3824365186682401,-1.4718401348727164,-1.0362967158069025,total_logons
U86@DOM1,13,63,1,62,0.0158730158730158,0.984126984126984,14,10,2,0,45,3,17,3,21.878888888888888,1,-0.0668149452518283,-1,-1.2945070499481683,-0.9353745804865751,-0.15214231653936625,-1.2744948063199633,-1.1609644760807298,-0.192536468248175,0.007629449221658751,-1.1691304020505404,-0.5292518189773053,-1.067806820623341,-1.2509772504803223,-0.9005218720532302,total_logons
U86@DOM1,14,63,0,63,0.0,1.0,13,10,3,1,43,3,22,1,21.47777777777777,1,-0.0625956656219171,-1,-1.287568070394375,0.011656741401848731,0.011049197176279328,-1.2847169135857388,-1.1658470434924602,-1.1214380135549198,-0.5328403472871119,-1.1605064469244104,-0.5360953693439237,-1.1715006804820727,-0.7173347881746212,-0.8846327569083526,total_logons
U8777@DOM1,12,66,0,66,0.0,1.0,13,7,3,0,45,3,13,9,10.12111111111111,1,-0.0403017235045567,-1,-1.374908699898006,0.012638201544101935,0.01252334376527475,-1.309494264386488,-0.8286752960588961,-1.1990237681104088,0.010386747855350853,-1.1953143801555708,-0.533899857148177,-0.9228496259249253,-1.6030705970380772,-0.4763755410697665,ntlm_logons
U8777@DOM1,13,77,1,76,0.0129870129870129,0.987012987012987,16,17,2,0,62,3,26,2,21.68805555555556,1,-0.084704759799826,-1,-1.3771840294396986,-0.9113796005970992,-0.13926041593692662,-1.2114088271279873,-1.326612817599919,-0.20759334087685619,0.007470216044250694,-1.3479586772283962,-0.5289373984438301,-1.3023664977747227,-1.0752780935196837,-0.8352935837379185,total_logons
U8777@DOM1,14,57,0,57,0.0,1.0,9,8,2,0,49,3,23,4,15.251944444444444,1,-0.0313405882644013,-1,-1.3995299195991786,0.012573168874565109,0.012766031554188841,-1.0740405399330897,-1.0725825796369692,-0.196959424637902,0.008604494990173728,-1.3705413105732285,-0.5736934931977055,-1.301640066101194,-1.5485925634481508,-0.7272832695610787,ntlm_logons
U890@DOM1,12,57,0,57,0.0,1.0,3,4,2,0,56,3,23,12,8.259444444444444,0,-0.0010420590638954,-1,-1.6174811691468214,0.014110811765296626,0.014374667319491339,-0.012451693179642195,-0.4914933893812628,-0.22065776668739628,0.009349907615899152,-1.7000460679976543,-0.6856767378711618,-1.5150454801653148,-2.1034732136223537,-0.30725600356313315,ntlm_logons
U8946@DOM1,12,54,0,54,0.0,1.0,12,9,2,0,47,2,20,0,22.309166666666663,1,-0.0097047712601741,-1,-1.6033038119116192,0.013675413711693283,0.014430399859247286,-1.539801905118601,-1.3637659963170432,-0.237476780433425,0.009539514674079198,-1.5576231903969089,0.07098494983151205,-1.5232367903805004,0.08113674605486737,-1.1588193456073999,total_logons
U8946@DOM1,13,64,0,64,0.0,1.0,9,7,2,0,55,2,29,0,23.4125,1,-0.0152005176528101,-1,-1.7328689676316391,0.013560240822703002,0.014134336259989206,-1.2771178517150295,-1.0973508094499678,-0.2552119475455317,0.009516644214651069,-1.6105907511935784,0.06429952077072779,-1.8879067693296447,0.07892157786933993,-1.2257905127763098,kerberos_logons
U8946@DOM1,14,82,0,82,0.0,1.0,18,13,5,0,51,2,23,0,23.31083333333333,1,-0.057947674890236,-1,-1.7192191134880281,0.012369973536262673,0.012554427705815123,-1.51083588961097,-1.4065148627643667,-1.3652438521444106,0.009503319066435745,-1.379603790358996,0.03427286594661142,-1.4172976748238748,0.07343139461671172,-1.0942198639199816,total_logons
U8@DOM1,12,61,0,61,0.0,1.0,9,11,2,0,59,2,28,0,8.554444444444444,0,-0.0095223219654865,-1,-1.7426343140363536,0.014286627980986335,0.014509091111570628,-1.3351926467440216,-1.615929635538001,-0.23508113028401725,0.009733726584945226,-1.7978230354048388,0.08568414622446899,-1.905332696513545,0.08208459506776175,-0.364827888283597,kerberos_logons
U9263@DOM1,12,80,0,80,0.0,1.0,14,9,2,0,71,3,36,1,16.046388888888888,1,-0.0500073605166808,-1,-1.6118848893082593,0.012188338717735232,0.012471710986108208,-1.3945560398393482,-1.1465300004646752,-0.21837886976958357,0.008589349968435647,-1.6232716554785955,-0.5610786504241664,-1.534845805458545,-0.7827509460455071,-0.7575127355421613,network_logons
U9263@DOM1,13,71,0,71,0.0,1.0,16,15,2,0,55,2,25,0,19.046388888888888,1,-0.0410957698768005,-1,-1.8404514475042273,0.012335184739744333,0.013500828398125542,-1.5710000742918637,-1.7030992037830486,-0.2600944746536565,0.008867368098366137,-1.5771558609269534,0.05890631776101577,-1.6510323532490736,0.0771414999401581,-0.9915763570971842,total_logons
U9263@DOM1,14,49,0,49,0.0,1.0,14,9,2,0,39,3,22,1,22.77083333333333,1,-0.0251980791582779,-1,-1.3400403090278923,0.012734051960424798,0.013017253680658331,-1.4648140449697504,-1.184041487584411,-0.1918670092340056,0.008527187999248616,-1.2346486772360317,-0.5876588443060419,-1.2935093869915684,-0.7901850753344585,-1.0557694552966028,unique_destinations
U9407@DOM1,12,78,0,78,0.0,1.0,13,10,3,0,56,2,20,0,23.364166666666662,1,-0.0488866693225779,-1,-1.653620696018395,0.012502549854600326,0.013008076462049083,-1.4749303407711543,-1.3402896384939602,-1.3438415932613372,0.010603809070691726,-1.4114949291017502,0.034759738135937475,-1.3898095155638623,0.07359523471835232,-1.1062857612699672,total_logons
U9407@DOM1,13,62,1,61,0.0161290322580645,0.9838709677419356,10,9,2,0,58,3,27,2,23.835555555555555,1,-0.066061251916674,-1,-1.2661063020366972,-0.9566019648360112,-0.14913691168848173,-1.023790236221816,-1.021415072858215,-0.1975143466217148,0.0075003103525414115,-1.3097643076889518,-0.527681641938792,-1.351853190111684,-1.1040084446171918,-1.005393520881915,kerberos_logons
U9407@DOM1,14,60,0,60,0.0,1.0,11,10,2,0,46,2,23,0,18.476388888888888,1,-0.0163610014199009,-1,-1.6981894214120015,0.013544851808123337,0.014332425809657032,-1.4067593978757034,-1.5287054464562777,-0.23356480210572303,0.009245590087343353,-1.5731188260519762,0.07479099718625393,-1.6169664543584863,0.08133790377195112,-1.0659247628779367,total_logons
U94@DOM1,12,157,0,157,0.0,1.0,3,3,3,0,95,3,0,49,8.57611111111111,0,-0.0432949311479493,-1,-2.2192083152846824,0.013953444692491082,0.013374569475760207,-0.032058174771835105,-0.11410066614879012,-1.4874365630509827,0.009442409334613117,-1.978788261572588,-0.7267767333628086,-0.029950054803696204,-2.481087840271157,-0.4341275680387512,ntlm_logons
