time,rule,severity,user,computer,detail
1055907,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C523,"Velocity: 14, Destinations: 17"
1056162,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1766,"Velocity: 15, Destinations: 17"
1056533,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1737,"Velocity: 14, Destinations: 17"
1056803,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1737,"Velocity: 15, Destinations: 17"
1057370,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C612,"Velocity: 13, Destinations: 17"
1057959,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C586,"Velocity: 12, Destinations: 17"
1058011,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C529,"Velocity: 13, Destinations: 17"
1058193,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C529,"Velocity: 12, Destinations: 17"
1058615,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C612,"Velocity: 10, Destinations: 17"
1059096,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C528,"Velocity: 10, Destinations: 17"
1059496,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 11, Destinations: 17"
1059558,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1065,"Velocity: 11, Destinations: 17"
1059698,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C529,"Velocity: 12, Destinations: 17"
1059802,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C586,"Velocity: 12, Destinations: 17"
1059815,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C612,"Velocity: 13, Destinations: 17"
1059832,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1114,"Velocity: 14, Destinations: 17"
1059853,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C586,"Velocity: 15, Destinations: 17"
1059881,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1114,"Velocity: 16, Destinations: 17"
1060147,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 16, Destinations: 17"
1060207,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C457,"Velocity: 17, Destinations: 17"
1060207,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 18, Destinations: 17"
1060239,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 19, Destinations: 17"
1060405,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 19, Destinations: 17"
1060640,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C612,"Velocity: 20, Destinations: 17"
1060689,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C467,"Velocity: 21, Destinations: 17"
1060785,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1766,"Velocity: 22, Destinations: 17"
1060795,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C612,"Velocity: 23, Destinations: 17"
1060815,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1114,"Velocity: 24, Destinations: 17"
1060828,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 25, Destinations: 17"
1060907,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C612,"Velocity: 26, Destinations: 17"
1061061,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 26, Destinations: 17"
1061175,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1766,"Velocity: 27, Destinations: 17"
1061201,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C599,"Velocity: 28, Destinations: 17"
1061321,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C612,"Velocity: 29, Destinations: 17"
1061444,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 30, Destinations: 17"
1061739,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C586,"Velocity: 29, Destinations: 17"
1061909,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C457,"Velocity: 29, Destinations: 17"
1061915,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C599,"Velocity: 30, Destinations: 17"
1061937,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1114,"Velocity: 31, Destinations: 17"
1062371,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 31, Destinations: 17"
1062801,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C586,"Velocity: 31, Destinations: 17"
1062961,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 32, Destinations: 17"
1063083,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C104,"Velocity: 33, Destinations: 17"
1063265,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 32, Destinations: 17"
1063399,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C467,"Velocity: 32, Destinations: 17"
1063452,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 30, Destinations: 17"
1063565,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 29, Destinations: 17"
1063619,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1114,"Velocity: 30, Destinations: 17"
1064227,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C599,"Velocity: 26, Destinations: 17"
1064235,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 27, Destinations: 17"
1064368,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C528,"Velocity: 26, Destinations: 17"
1064595,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C457,"Velocity: 22, Destinations: 17"
1064667,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1766,"Velocity: 22, Destinations: 17"
1064923,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C529,"Velocity: 20, Destinations: 17"
1064999,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 21, Destinations: 17"
1065195,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C528,"Velocity: 21, Destinations: 17"
1065206,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C467,"Velocity: 22, Destinations: 17"
1065242,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C612,"Velocity: 23, Destinations: 17"
1065257,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C599,"Velocity: 24, Destinations: 17"
1065280,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 25, Destinations: 17"
1065315,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C467,"Velocity: 26, Destinations: 17"
1065557,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1766,"Velocity: 23, Destinations: 17"
1065702,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C528,"Velocity: 24, Destinations: 17"
1065789,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 25, Destinations: 17"
1065827,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C457,"Velocity: 26, Destinations: 17"
1066010,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C754,"Velocity: 26, Destinations: 17"
1066120,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C529,"Velocity: 27, Destinations: 17"
1066133,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C231,"Velocity: 28, Destinations: 17"
1066232,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 29, Destinations: 17"
1066356,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 30, Destinations: 17"
1066579,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1114,"Velocity: 29, Destinations: 17"
1066918,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C625,"Velocity: 28, Destinations: 17"
1067025,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C104,"Velocity: 28, Destinations: 17"
1067775,Anomalously Clean Authentication at Scale,MEDIUM,C523$@DOM1,C1766,"Velocity: 26, Destinations: 17"
1036964,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C612,"Velocity: 2, Destinations: 19"
1037076,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C528,"Velocity: 3, Destinations: 19"
1037168,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 4, Destinations: 19"
1037230,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 5, Destinations: 19"
1037244,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 6, Destinations: 19"
1037253,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 7, Destinations: 19"
1037433,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 8, Destinations: 19"
1037607,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 9, Destinations: 19"
1037641,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 10, Destinations: 19"
1037705,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 11, Destinations: 19"
1037809,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 12, Destinations: 19"
1037909,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 13, Destinations: 19"
1037942,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 14, Destinations: 19"
1038041,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 15, Destinations: 19"
1038184,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 16, Destinations: 19"
1038406,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 17, Destinations: 19"
1038425,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 18, Destinations: 19"
1038489,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 19, Destinations: 19"
1038611,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 20, Destinations: 19"
1038663,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C612,"Velocity: 21, Destinations: 19"
1038703,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 22, Destinations: 19"
1038711,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1065,"Velocity: 23, Destinations: 19"
1038711,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1065,"Velocity: 24, Destinations: 19"
1038811,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 25, Destinations: 19"
1038819,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 26, Destinations: 19"
1038953,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 27, Destinations: 19"
1038960,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 28, Destinations: 19"
1038983,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C586,"Velocity: 29, Destinations: 19"
1039167,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 30, Destinations: 19"
1039235,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 31, Destinations: 19"
1039247,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 32, Destinations: 19"
1039293,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 33, Destinations: 19"
1039377,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 34, Destinations: 19"
1039630,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 35, Destinations: 19"
1039674,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 36, Destinations: 19"
1039779,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C528,"Velocity: 37, Destinations: 19"
1039789,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 38, Destinations: 19"
1039965,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 39, Destinations: 19"
1039977,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C2092,"Velocity: 40, Destinations: 19"
1040010,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C528,"Velocity: 41, Destinations: 19"
1040158,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 42, Destinations: 19"
1040221,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 43, Destinations: 19"
1040259,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 44, Destinations: 19"
1040264,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C612,"Velocity: 45, Destinations: 19"
1040385,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 46, Destinations: 19"
1040469,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 46, Destinations: 19"
1040546,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C457,"Velocity: 47, Destinations: 19"
1040648,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 47, Destinations: 19"
1040709,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 47, Destinations: 19"
1040769,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 47, Destinations: 19"
1040775,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 48, Destinations: 19"
1040877,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 46, Destinations: 19"
1041079,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C457,"Velocity: 46, Destinations: 19"
1041126,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 47, Destinations: 19"
1041369,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 45, Destinations: 19"
1041414,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C612,"Velocity: 45, Destinations: 19"
1041494,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C553,"Velocity: 46, Destinations: 19"
1041729,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 44, Destinations: 19"
1041731,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 45, Destinations: 19"
1041823,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 45, Destinations: 19"
1041906,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C586,"Velocity: 46, Destinations: 19"
1041997,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 47, Destinations: 19"
1042147,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 45, Destinations: 19"
1042155,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 46, Destinations: 19"
1042213,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 46, Destinations: 19"
1042278,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 46, Destinations: 19"
1042376,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 44, Destinations: 19"
1042390,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C538,"Velocity: 45, Destinations: 19"
1042577,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 42, Destinations: 19"
1042875,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 39, Destinations: 19"
1042919,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 39, Destinations: 19"
1043006,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C553,"Velocity: 39, Destinations: 19"
1043241,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C612,"Velocity: 39, Destinations: 19"
1043259,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 40, Destinations: 19"
1043423,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 38, Destinations: 19"
1043863,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 33, Destinations: 19"
1043877,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 33, Destinations: 19"
1044115,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C457,"Velocity: 32, Destinations: 19"
1044309,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 31, Destinations: 19"
1044432,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 29, Destinations: 19"
1044517,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 29, Destinations: 19"
1044521,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 30, Destinations: 19"
1044581,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 31, Destinations: 19"
1044618,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C553,"Velocity: 32, Destinations: 19"
1044671,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 33, Destinations: 19"
1044731,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 32, Destinations: 19"
1044746,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C467,"Velocity: 33, Destinations: 19"
1045030,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C612,"Velocity: 32, Destinations: 19"
1045049,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 33, Destinations: 19"
1045083,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 34, Destinations: 19"
1045104,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 34, Destinations: 19"
1045151,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 35, Destinations: 19"
1045210,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1065,"Velocity: 36, Destinations: 19"
1045275,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 37, Destinations: 19"
1045557,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 34, Destinations: 19"
1045598,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 34, Destinations: 19"
1045611,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C528,"Velocity: 35, Destinations: 19"
1045635,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 36, Destinations: 19"
1045794,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 35, Destinations: 19"
1045994,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 32, Destinations: 19"
1046201,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 32, Destinations: 19"
1046228,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C529,"Velocity: 33, Destinations: 19"
1046251,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 34, Destinations: 19"
1046387,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 35, Destinations: 19"
1046428,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 36, Destinations: 19"
1046438,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 37, Destinations: 19"
1046548,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C586,"Velocity: 36, Destinations: 19"
1046571,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C612,"Velocity: 37, Destinations: 19"
1046660,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C528,"Velocity: 37, Destinations: 19"
1046773,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 38, Destinations: 19"
1046829,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C612,"Velocity: 39, Destinations: 19"
1046835,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 40, Destinations: 19"
1046877,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 39, Destinations: 19"
1046952,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 40, Destinations: 19"
1047196,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 40, Destinations: 19"
1047308,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C529,"Velocity: 41, Destinations: 19"
1047610,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 40, Destinations: 19"
1047700,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 41, Destinations: 19"
1047727,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 41, Destinations: 19"
1047742,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C528,"Velocity: 42, Destinations: 19"
1047785,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 43, Destinations: 19"
1047921,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 43, Destinations: 19"
1047954,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 44, Destinations: 19"
1048150,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 42, Destinations: 19"
1048235,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 41, Destinations: 19"
1048243,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 42, Destinations: 19"
1048334,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 41, Destinations: 19"
1048342,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 42, Destinations: 19"
1048347,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 42, Destinations: 19"
1048448,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 43, Destinations: 19"
1048507,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 44, Destinations: 19"
1048521,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 45, Destinations: 19"
1048556,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 46, Destinations: 19"
1048573,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 47, Destinations: 19"
1048650,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C625,"Velocity: 46, Destinations: 19"
1048806,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 44, Destinations: 19"
1048957,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 43, Destinations: 19"
1049139,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 44, Destinations: 19"
1049215,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C457,"Velocity: 42, Destinations: 19"
1049339,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 42, Destinations: 19"
1049375,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 43, Destinations: 19"
1049414,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 43, Destinations: 19"
1049449,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 44, Destinations: 19"
1049513,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 45, Destinations: 19"
1049520,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 46, Destinations: 19"
1049632,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 46, Destinations: 19"
1049726,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C553,"Velocity: 47, Destinations: 19"
1049888,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 45, Destinations: 19"
1050080,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 43, Destinations: 19"
1050130,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C612,"Velocity: 44, Destinations: 19"
1050456,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1065,"Velocity: 39, Destinations: 19"
1050477,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 40, Destinations: 19"
1050938,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 37, Destinations: 19"
1050948,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1065,"Velocity: 38, Destinations: 19"
1050958,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 39, Destinations: 19"
1051031,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1065,"Velocity: 40, Destinations: 19"
1051196,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 41, Destinations: 19"
1051279,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1085,"Velocity: 41, Destinations: 19"
1051335,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C988,"Velocity: 40, Destinations: 19"
1051615,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C1065,"Velocity: 37, Destinations: 19"
1051641,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C586,"Velocity: 38, Destinations: 19"
1051741,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 39, Destinations: 19"
1051751,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C101,"Velocity: 39, Destinations: 19"
1051827,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C529,"Velocity: 40, Destinations: 19"
1052192,Anomalously Clean Authentication at Scale,MEDIUM,C538$@DOM1,C523,"Velocity: 31, Destinations: 19"
